customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias,account_charges_monthly_normalized,cuentas_diarias_normalized
0219-QAERP,0.0,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0.66,0.01542288557213931,0.014925373134328372
0219-YTZUE,1.0,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,2.83,0.6621890547263681,0.6626865671641792
0220-EBGCE,1.0,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,2.86,0.6726368159203979,0.6716417910447761
0221-NAUXK,0.0,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,0.66,0.016915422885572132,0.014925373134328372
0221-WMXNQ,0.0,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,2.51,0.5681592039800994,0.5671641791044776
0222-CNVPT,0.0,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,1.63,0.30398009950248756,0.3044776119402985
0224-HJAPT,1.0,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,1.57,0.28756218905472636,0.2865671641791045
0224-NIJLP,0.0,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,0.67,0.018905472636815905,0.017910447761194045
0224-RLWWD,0.0,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,1.48,0.25920398009950246,0.25970149253731345
0225-ZORZP,0.0,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,2.81,0.6572139303482587,0.6567164179104478
0228-MAUWC,0.0,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,1.98,0.41094527363184075,0.408955223880597
0229-LFJAF,0.0,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,2.32,0.5114427860696518,0.5104477611940298
0230-UBYPQ,0.0,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,1.2,0.17761194029850746,0.1761194029850746
0230-WEQUW,0.0,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,1.89,0.38159203980099504,0.3820895522388059
0231-LXVAP,1.0,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,2.53,0.5736318407960199,0.5731343283582089
0233-FTHAV,0.0,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765,2.64,0.6064676616915423,0.6059701492537314
0234-TEVTT,0.0,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,1.5,0.26616915422885573,0.2656716417910448
0235-KGSLC,1.0,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,2.85,0.6696517412935323,0.6686567164179105
0236-HFWSV,1.0,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,3.11,0.7472636815920397,0.7462686567164178
0237-YFUTL,0.0,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,3.66,0.9094527363184081,0.9104477611940299
0238-WHBIQ,0.0,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,2.99,0.7109452736318408,0.71044776119403
0239-OXEXL,0.0,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,2.81,0.6567164179104478,0.6567164179104478
0244-LGNFY,0.0,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733,3.09,0.7402985074626867,0.7402985074626866
0247-SLUJI,0.0,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,0.66,0.014427860696517405,0.014925373134328372
0248-IPDFW,0.0,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,1.67,0.3169154228855722,0.3164179104477612
0248-PGHBZ,0.0,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,3.08,0.7383084577114428,0.737313432835821
0253-ZTEOB,0.0,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,2.66,0.6109452736318408,0.6119402985074628
0254-FNMCI,0.0,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,3.66,0.9119402985074627,0.9104477611940299
0254-KCJGT,0.0,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,2.71,0.628358208955224,0.6268656716417911
0254-WWRKD,0.0,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,1.68,0.3213930348258706,0.31940298507462683
0256-LTHVJ,1.0,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,2.7,0.6248756218905472,0.6238805970149255
0257-KXZGU,0.0,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,2.08,0.43980099502487563,0.43880597014925377
0257-ZESQC,1.0,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,2.51,0.5666666666666667,0.5671641791044776
0258-NOKBL,0.0,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,3.01,0.7179104477611941,0.7164179104477612
0259-GBZSH,1.0,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,2.86,0.6706467661691543,0.6716417910447761
0260-ZDLGK,1.0,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,2.43,0.5437810945273632,0.5432835820895523
0263-FJTQO,0.0,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,2.35,0.5199004975124378,0.5194029850746269
0264-CNITK,0.0,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,0.67,0.01840796019900499,0.017910447761194045
0265-EDXBD,1.0,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,2.5,0.5636815920398011,0.564179104477612
0265-PSUAE,0.0,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,3.36,0.8203980099502488,0.8208955223880596
0266-CLZKZ,0.0,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,3.52,0.8696517412935324,0.8686567164179104
0266-GMEAO,0.0,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,3.81,0.9557213930348258,0.9552238805970149
0268-QKIWO,1.0,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,0.66,0.014925373134328358,0.014925373134328372
0269-XFESX,0.0,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,0.81,0.06069651741293534,0.05970149253731345
0270-THENM,0.0,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,2.33,0.5134328358208955,0.5134328358208956
0274-JKUJR,0.0,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,1.96,0.4039800995024876,0.40298507462686567
0274-VVQOQ,,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,3.44,0.8447761194029851,0.844776119402985
0277-BKSQP,0.0,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,1.81,0.3597014925373134,0.35820895522388063
0277-ORXQS,0.0,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,1.68,0.3213930348258706,0.31940298507462683
0278-YXOOG,1.0,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,0.7,0.027860696517412943,0.026865671641791034
0280-XJGEX,1.0,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,3.46,0.8502487562189055,0.8507462686567164
0281-CNTZX,0.0,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0.66,0.016915422885572132,0.014925373134328372
0282-NVSJS,0.0,Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,0.98,0.10995024875621891,0.11044776119402985
0285-INHLN,0.0,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,1.82,0.36318407960199006,0.3611940298507462
0289-IVARM,0.0,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,2.02,0.42089552238805966,0.4208955223880597
0292-WEGCH,0.0,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,2.87,0.6761194029850747,0.6746268656716419
0295-PPHDO,1.0,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,3.18,0.7681592039800995,0.7671641791044777
0295-QVKPB,0.0,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,2.13,0.45472636815920403,0.45373134328358206
0297-RBCSG,0.0,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,2.18,0.4686567164179104,0.4686567164179105
0298-XACET,0.0,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554,1.67,0.31791044776119404,0.3164179104477612
0301-FIDRB,0.0,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,2.13,0.4532338308457711,0.45373134328358206
0301-KOBTQ,0.0,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,0.67,0.017910447761194038,0.017910447761194045
0302-JOIVN,1.0,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,3.37,0.8248756218905473,0.8238805970149254
0303-UNCIP,0.0,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,2.17,0.4651741293532338,0.46567164179104475
0303-WMMRN,0.0,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,0.64,0.009950248756218905,0.008955223880597022
0305-SQECB,0.0,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,1.2,0.17711442786069648,0.1761194029850746
0306-JAELE,1.0,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,3.2,0.7746268656716417,0.773134328358209
0307-BCOPK,0.0,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0.64,0.00796019900497513,0.008955223880597022
0308-GIQJT,0.0,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,3.52,0.8706467661691543,0.8686567164179104
0308-IVGOK,0.0,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,1.35,0.22039800995024875,0.22089552238805973
0310-MVLET,1.0,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,3.3,0.8049751243781095,0.8029850746268656
0310-SUCIN,0.0,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,2.83,0.6621890547263681,0.6626865671641792
0310-VQXAM,0.0,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0.66,0.01592039800995026,0.014925373134328372
0311-QYWSS,0.0,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,1.65,0.3104477611940299,0.31044776119402984
0311-UNPFF,1.0,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,2.96,0.7019900497512438,0.7014925373134329
0314-TKOSI,0.0,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,1.84,0.3671641791044776,0.3671641791044776
0315-LVCRK,0.0,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,2.83,0.6621890547263681,0.6626865671641792
0318-QUUOB,1.0,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,2.68,0.6199004975124378,0.6179104477611941
0318-ZOPWS,0.0,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0.67,0.018905472636815905,0.017910447761194045
0319-QZTCO,0.0,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,1.96,0.40248756218905474,0.40298507462686567
0320-DWVTU,0.0,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,3.32,0.8084577114427861,0.8089552238805969
0320-JDNQG,1.0,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,3.33,0.8119402985074626,0.8119402985074627
0322-CHQRU,1.0,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1.51,0.26965174129353237,0.26865671641791045
0322-YINQP,1.0,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,1.62,0.3014925373134328,0.3014925373134329
0323-XWWTN,0.0,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,0.88,0.08109452736318407,0.08059701492537313
0324-BRPCJ,1.0,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,3.34,0.8154228855721394,0.8149253731343283
0325-XBFAC,1.0,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,3.16,0.7606965174129353,0.7611940298507464
0326-VDYXE,0.0,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,3.26,0.7900497512437812,0.7910447761194029
0327-WFZSY,0.0,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,3.33,0.8134328358208955,0.8119402985074627
0328-GRPMV,1.0,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,2.34,0.5159203980099502,0.5164179104477612
0328-IBUPK,,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782,1.14,0.15870646766169158,0.15820895522388057
0329-GTIAJ,1.0,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,3.26,0.7925373134328358,0.7910447761194029
0330-BGYZE,0.0,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,3.42,0.8383084577114428,0.8388059701492537
0330-IVZHA,1.0,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2.33,0.5144278606965175,0.5134328358208956
0334-GDDSO,1.0,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,2.71,0.6278606965174128,0.6268656716417911
0334-ZFJSR,0.0,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,2.2,0.47562189054726367,0.47462686567164186
0336-KXKFK,0.0,Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,2.04,0.427363184079602,0.42686567164179107
0336-PIKEI,0.0,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,2.48,0.5587064676616916,0.5582089552238806
0337-CNPZE,1.0,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,3.54,0.8761194029850746,0.8746268656716418
0343-QLUZP,0.0,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,1.32,0.21243781094527364,0.2119402985074627
0345-HKJVM,1.0,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,2.98,0.7069651741293532,0.7074626865671642
0345-XMMUG,0.0,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,3.63,0.9019900497512439,0.9014925373134328
0347-UBKUZ,0.0,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,0.66,0.01641791044776118,0.014925373134328372
0348-SDKOL,1.0,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,3.4,0.8343283582089551,0.8328358208955223
0354-VXMJC,0.0,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,0.65,0.013432835820895536,0.011940298507462697
0354-WYROK,1.0,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,3.3,0.8024875621890548,0.8029850746268656
0356-ERHVT,0.0,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,1.53,0.2751243781094527,0.2746268656716418
0356-OBMAC,0.0,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,3.33,0.8124378109452737,0.8119402985074627
0357-NVCRI,0.0,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0.67,0.017910447761194038,0.017910447761194045
0361-HJRDX,0.0,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,2.14,0.4587064676616915,0.4567164179104478
0362-RAOQO,0.0,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0.65,0.013930348258706454,0.011940298507462697
0362-ZBZWJ,1.0,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,2.83,0.6631840796019901,0.6626865671641792
0363-QJVFX,1.0,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,3.6,0.8945273631840797,0.8925373134328358
0363-SVHYR,0.0,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,2.9,0.6825870646766169,0.6835820895522388
0365-BZUWY,0.0,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,3.42,0.8388059701492537,0.8388059701492537
0365-GXEZS,0.0,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,2.61,0.5965174129353235,0.5970149253731343
0365-TRTPY,0.0,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,3.04,0.7258706467661692,0.7253731343283583
0366-NQSHS,0.0,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,0.64,0.01094527363184081,0.008955223880597022
